,low,high,length
1809,37061MAGN,37163TURK,0.0
1810,37061MAGN,37163HARR,1181.84531044
1811,37061MAGN,37163INGO,8237.34298446
1812,37061MAGN,37163ROWA,3910.64968292
1813,37061ALBE,37061SMCA,33531.7738934
1814,37061ALBE,37061GLIS,37024.3395395
1815,37061ALBE,3719115,23802.0056218
1816,37061ALBE,37107T1,7145.21263088
1817,37061ALBE,37107T2,24628.6046864
1818,37061ALBE,37107PH2,2894.72726702
1819,371270022,371270021,13846.616139
1820,371270022,371270026,23784.8958082
1821,37061CALY,37061WOLF,29742.6047978
1822,37061CALY,3719128,2651.31524485
1823,37061CALY,3719124,6992.45753247
1824,37061CALY,3719125,17005.9987071
1825,37061CALY,3719130,13989.7804788
1826,37061CALY,37163GIDD,895.161441293
1827,371270021,370650701,0.0
1828,371270021,370650601,15117.7334435
1829,37061SMCA,37061GLIS,5093.0617768
1830,37061SMCA,37107PH2,7601.03758921
1831,37061GLIS,37061WOLF,26170.3276621
1832,37061GLIS,3719115,1652.08769056
1833,37061WOLF,3719115,13337.9758158
1834,37061WOLF,3719128,45384.204703
1835,371270005,3706913,8738.93615922
1836,371270005,37195PROL,10339.6752024
1837,371270005,3718309-03,0.0
1838,371270039,371270036,8095.58277536
1839,371270039,371270025,6436.92395331
1840,371270039,371270037,10776.438104
1841,371270026,371270015,22234.9444228
1842,371270026,371270025,5979.69598285
1843,371270036,371270031,6256.71730717
1844,371270036,371270038,11338.4691905
1845,371270036,371270025,4420.56169649
1846,371270036,371270037,7509.09401102
1847,371270003,371270015,24257.5935679
1848,371270003,3706909,24900.4002092
1849,371270003,3706908,1804.26802273
1850,371270003,3706910,85.24499466
1851,371270031,371270038,6775.64037847
1852,371270031,371270040,9729.80894919
1853,371270031,370650701,3828.00801448
1854,371270031,370651205,4786.92302176
1855,371270038,371270040,7732.57531981
1856,371270038,371270025,634.951693286
1857,371270038,371270037,10916.2120214
1858,371270015,371270025,18793.227788
1859,371270015,371270012,43775.7956328
1860,371270015,371270004,33749.047422
1861,371270035,371270025,23555.4980397
1862,371270035,371270004,20496.8630372
1863,371270035,371270008,1971.12097509
1864,371270035,37195PRTO,32324.0108977
1865,371270035,37195PRTA,5778.70982214
1866,371270035,370651401,4703.92424191
1867,371270035,370651203,3075.65951216
1868,371270025,371270004,28060.4963723
1869,371270025,371270037,9163.14767416
1870,371270004,371270008,48690.4502679
1871,371270008,37195PRTA,38687.2469753
1872,371270033,370651202,1525.13995673
1873,37123ELD,37123OPH,36442.1933006
1874,37123ELD,37123UWH,29648.1550046
1875,37123ELD,3715124,26004.8870586
1876,37123ELD,371670015,15529.6475703
1877,37123ELD,371670017,13853.7194104
1878,37123ELD,371670016,23403.7202943
1879,37123ELD,3705756,42296.5035652
1880,37123OPH,37123UWH,24300.2446357
1881,37123OPH,37123LIT,18154.9687167
1882,37123OPH,37123T2,7181.27864324
1883,37123OPH,37123T1,11771.3900523
1884,37123OPH,3715124,20364.3490134
1885,37123OPH,3715140,21270.6544267
1886,37123UWH,37123WAD,10623.0757142
1887,37123UWH,37123PEE,37342.0895811
1888,37123UWH,37123T1,20318.0262593
1889,37123UWH,371670015,9641.22117864
1890,37123UWH,371670014,7712.98593888
1891,37123WAD,37123T2,4269.28975482
1892,37123WAD,37123MTG,42044.6286328
1893,37123WAD,37123PEE,27636.6955729
1894,37123WAD,37123T1,21344.2929464
1895,37123WAD,37123CHE,26244.3130296
1896,37123WAD,37123CAN,0.0
1897,37089BC,37089ED,56699.9265888
1898,37089BC,3702137.1,24038.6311936
1899,37089BC,3702139.1,11530.275514
1900,37089BC,3702138.2,10641.9466381
1901,37089BC,3716106A,14101.9445898
1902,37089CC,37089HC,12157.140685
1903,37089CC,37089NE,12582.7741324
1904,37089CC,37089NB,15950.9715004
1905,37089CC,37089MG,991.753919785
1906,37089CC,37089GM,767.326243115
1907,37089CC,37089PR,13091.6004885
1908,37089CC,37089ED,27345.4750302
1909,37123LIT,37123T2,26834.4116031
1910,37123LIT,37123STA,50299.6595786
1911,37123LIT,3715134,2997.91058482
1912,37123LIT,3715140,25096.2638862
1913,37123T2,37123STA,3737.93211492
1914,37123T2,37123BIS,13464.3502122
1915,37123T2,37123T1,24627.8246605
1916,37123T2,37123CHE,0.0
1917,37123T2,37123CAN,18512.3463476
1918,37123MTG,37123PEE,25760.620127
1919,37123MTG,37123CHE,24939.4117171
1920,37123MTG,37007ANS,0.0
1921,37123MTG,371670028,12748.7749254
1922,37123MTG,371670027,107.181106104
1923,37123MTG,3715314,61062.0484475
1924,37123MTG,3715315,0.0
1925,37123STA,37123BIS,35915.4558164
1926,37123STA,3715134,12880.8362844
1927,37123STA,37125WEM,12442.8788732
1928,37123STA,37125BEN,2607.52427608
1929,37123BIS,37123CAN,54405.7243005
1930,37123BIS,37125BEN,6193.17012817
1931,37123PEE,371670014,5206.51273661
1932,37123PEE,371670027,17879.4391204
1933,37123CHE,37123CAN,80035.1387128
1934,37123CHE,37123ROC,35677.5068476
1935,37123CHE,3715314,0.0
1936,37123CHE,3715313,18539.8068764
1937,37123CHE,3715315,45886.0121132
1938,37123CAN,37123ROC,17256.7256861
1939,37123CAN,37125BEN,11639.87291
1940,37123ROC,37125BEN,16831.4737402
1941,37123ROC,37125WND,21981.8761212
1942,37123ROC,3715313,40681.0156644
1943,37123ROC,3715310,2979.03478822
1944,37089AT,37089SW,12267.5553149
1945,37089AT,37089LP,20383.8632386
1946,37089AT,37089ES,9740.79437237
1947,37089AT,37089HS,10335.878004
1948,37089AT,37089CB,21319.3404008
1949,37089AT,37089FR,22754.3780636
1950,37089AT,37089GR,8639.79369433
1951,37089HC,37089PR,30592.3547678
1952,37089HC,37089BK,352.695052527
1953,37089HC,37089ED,18574.3860956
1954,37089HC,37089FL,19320.8506113
1955,37089HC,3702155.1,0.0
1956,37089HC,3702157.1,10500.1909774
1957,37089HC,3702138.2,29483.6938714
1958,37089SW,37089AR,970.636006722
1959,37089SW,37089LP,18563.0916346
1960,37089SW,37089PV,2793.40515095
1961,37089SW,37089FR,9992.09110224
1962,37089SW,37089HV-3,14420.0976631
1963,37089NE,37089HV-2,32215.1910907
1964,37089NE,37089MG,1237.61895246
1965,37089NE,37089GM,13984.3351448
1966,37089NB,37089MG,4175.29092428
1967,37089NB,37089SB,43800.1305931
1968,37089NB,37089ED,27156.9953964
1969,37089HV-2,37089MG,13664.2360602
1970,37089HV-2,37089GM,709.213447489
1971,37089HV-2,37089AR,8802.87099759
1972,37089HV-2,37089NW,14.7610421958
1973,37089HV-2,37089HV-1,5903.92786058
1974,37089HV-2,37089SE,14645.6261864
1975,37089HV-2,37089HV-3,4560.57799065
1976,37089MG,37089SE,6358.43530682
1977,37089MG,37089SB,1441.46600182
1978,37089GM,37089NW,6969.15781201
1979,37089GM,37089PR,17144.5123493
1980,37089GM,37089BK,0.0
1981,37089GM,37089RG,5180.54389542
1982,37089EF,37089RR,6728.90754279
1983,37089EF,37089AR,5458.84415517
1984,37089EF,37089FR,12173.0339447
1985,37089EF,37089GR,11251.9053595
1986,37089EF,37089SE,7736.55689585
1987,37089EF,37089SB,12485.589136
1988,37089RR,37089GR,19560.5500842
1989,37089RR,37089SB,10306.2161592
1990,37089AR,37089FR,21575.2006207
1991,37089AR,37089SE,1840.87390781
1992,37089AR,37089HV-3,9085.0373914
1993,37089LP,37089PV,14362.2522259
1994,37089LP,37089HS,8293.94903589
1995,37089PV,37089HS,11371.3363552
1996,37089PV,37089LJ,20611.9768704
1997,37089PV,37089HV-1,1048.34240565
1998,37089PV,37089HV-3,584.908639651
1999,37089ES,37089HS,10526.5603961
2000,37089ES,37089CB,26115.7102649
2001,37089ES,37089EV,16686.8382945
2002,37089ES,37175BD,4198.97528457
2003,37089ES,37175LR,8588.56620181
2004,37089HS,37089LJ,3587.39964926
2005,37089HS,37089SM,5466.43398754
2006,37089HS,37089EV,18863.4499238
2007,37089NW,37089LJ,3288.87136397
2008,37089NW,37089HV-1,15178.4658744
2009,37089NW,37089RG,5486.21041144
2010,37089LJ,37089SM,2870.41204564
2011,37089LJ,37089NM,0.0
2012,37089LJ,37089HV-1,11238.4510498
2013,37089LJ,37089RG,13259.5978929
2014,37089CB,37089GR,50405.0530506
2015,37089CB,37175LR,3049.74960436
2016,37089CB,37175CM,5787.20205828
2017,37089SM,37089EV,33099.4347465
2018,37089SM,37089NM,69431.6464163
2019,37089SM,37089RG,0.0
2020,37089SM,37175BD,21582.9416003
2021,37089FR,37089GR,17362.7865899
2022,37089EV,37175BD,9591.8840852
2023,370411,370416,34331.3629919
2024,370411,370412,26106.261451
2025,370411,370414,19360.1518949
2026,370411,37143EAST-H,791.497545874
2027,370411,37143WEST-H,5379.57504768
2028,370413,370412,27326.7495396
2029,370413,370414,13657.1033481
2030,370413,370415,16946.4050565
2031,370416,37187LM,13869.9784967
2032,370416,37187SK,62754.5431005
2033,370416,37143BETHEL,56699.1309088
2034,370416,37143EAST-H,7331.85416894
2035,370412,370414,9113.34869607
2036,370414,370415,31702.7093553
2037,370414,37143BELVID,3452.31760333
2038,370414,37143WEST-H,7120.58799937
2039,370415,37091HV,10283.2945818
2040,370415,370731,15274.5165225
2041,370415,370735,43957.9957634
2042,370415,37143BELVID,19823.8338203
2043,37089NM,37089BK,7076.62766069
2044,37089NM,37089RG,8199.00199543
2045,37089NM,37089FL,2193.34516213
2046,37089NM,37175BD,14517.8122261
2047,37089NM,37021101.1,9136.08771094
2048,37089NM,3702146.1,10369.940605
2049,37089NM,3702147.1,26595.5516445
2050,37089NM,3702130.1,32630.2096788
2051,37089PR,37089BK,6354.7995151
2052,37089PR,37089RG,0.0
2053,37089GR,37175CM,7091.48116477
2054,37089BK,37089RG,8912.11683954
2055,37089BK,37089FL,14313.2530004
2056,37089HV-1,37089HV-3,6777.95119797
2057,37007POLK,37007ANS,11344.697331
2058,37007POLK,37007BURN,16554.4642985
2059,37007POLK,37007W2,19672.4763558
2060,37007POLK,37007W1,8959.79807079
2061,37007POLK,37007WS,18826.6076028
2062,37007POLK,37007PEAC,69717.3009505
2063,37007GULL,37007MM,7892.02610091
2064,37007GULL,37007W3,38212.9295251
2065,37007GULL,37007W2,16786.3540961
2066,37007GULL,37007LILE,1718.80667236
2067,37007GULL,37007WS,5908.37652776
2068,37007ANS,37007BURN,36103.0422394
2069,37007ANS,37007W1,54191.8766523
2070,37007ANS,37007LILE,6494.58016952
2071,37007ANS,371670028,35642.9483909
2072,37007ANS,371670026,13710.2681256
2073,37007ANS,3715314,29255.0353225
2074,37007BURN,37007PEAC,31514.1548905
2075,37007BURN,371670026,30468.7299145
2076,37007BURN,371670022,8937.04751348
2077,37007BURN,37179036,2150.74204789
2078,37007BURN,37179011,8558.33035303
2079,37007MM,37007LILE,69436.8118844
2080,37007MM,3715307,14301.0032332
2081,37007W3,37007W2,33728.9329483
2082,37007W3,37007W1,20792.7869823
2083,37007W3,37007LILE,15803.6486255
2084,37007W2,37007W1,37633.2032245
2085,37007W2,37007WS,4761.92327379
2086,37007W1,37007LILE,14600.1014732
2087,37007LILE,3715314,32471.3207025
2088,37007LILE,3715301,7359.19822191
2089,37007LILE,3715316,25895.2089226
2090,37007LILE,3715302,4010.272317
2091,37007LILE,3715315,12374.3789359
2092,37007LILE,3715307,7550.21750626
2093,37007LILE,3715306,9472.71693875
2094,37007WS,37007PEAC,29696.3694722
2095,37007WS,37179027,2026.43960496
2096,37007WS,37179026,6816.99391036
2097,37007PEAC,37179036,4806.74853978
2098,37007PEAC,37179027,4123.95242562
2099,37089SE,37089SB,4990.94210432
2100,37089SB,37089ED,2902.71498607
2101,37089ED,3702138.2,1177.61902817
2102,37089ED,3716106A,1898.4057603
2103,37089FL,37021101.1,26549.8585365
2104,37089FL,3702155.1,6718.22156709
2105,37089FL,3702157.1,0.0
2106,371471507B,371471506,804.653165543
2107,371471507B,371471509,5483.88427866
2108,371471507B,371471507,8879.97291765
2109,371470200A,371471403A,35839.9028547
2110,371470200A,371471001,13710.0857376
2111,371470200A,371470200B,13336.0352994
2112,371470200A,37107C,2299.69320622
2113,371471403A,371470200B,19325.8499811
2114,371471403A,371471403B,15803.9928512
2115,371471403A,371470101,20507.218691
2116,371471403A,371471402A,10982.6450701
2117,371471403A,371471301,543.195123485
2118,371471403A,371471511A,0.0
2119,371471403A,371471512B,4450.68279738
2120,371471403A,371471512A,19180.7777577
2121,371471001,371470200B,28996.0488866
2122,371471001,371471301,22167.8772058
2123,371471001,37107C,45426.6904011
2124,371470200B,371471301,8091.50897517
2125,371470301,371471501,31278.1188153
2126,371470301,371470701,51041.2415295
2127,371470301,371470501,22454.1862111
2128,371470301,371470401,24614.1580258
2129,371470301,370650801,0.0
2130,371470301,370650201,23841.3276393
2131,371471504,371470701,9813.80806507
2132,371471504,371471503,13512.7619374
2133,371471504,371470101,21892.8053387
2134,371471504,371471505B,5505.01009951
2135,371471504,371471506,521.739691224
2136,371471504,371471505A,13358.3209177
2137,371471504,371471512A,0.0
2138,371471403B,371471402A,4860.50298265
2139,371471403B,371471511A,6146.94677657
2140,371471403B,371471512B,0.0
2141,371471501,371470701,1274.49409276
2142,371471501,371471503,14129.358722
2143,371471501,371471508A,3388.74523312
2144,371471501,371470501,543.169669854
2145,371471501,371471201,22535.2542789
2146,371471501,371471508B,2251.34576492
2147,371470601,371471301,48754.8662879
2148,371470601,371471102A,10315.8454843
2149,371470601,371471101,19212.2009412
2150,371470601,371471102B,27787.7192413
2151,371470601,371471402B,18660.0602015
2152,371470601,37013CHOCO,11819.4360392
2153,371470800A,371470701,138.258366613
2154,371470800A,371470101,1599.14517745
2155,371470800A,371470901,50340.5813483
2156,371470800A,371470800B,16985.2426779
2157,371471511B,371471506,3205.59712326
2158,371471511B,371471402A,6379.73273169
2159,371471511B,371471510A,6403.19785215
2160,371471511B,371471511A,5216.88917221
2161,371471511B,371471509,0.0
2162,371471511B,371471402B,0.0
2163,371470701,371471503,5220.38338716
2164,371470701,371470101,42112.6793982
2165,371470701,371470901,34698.1268953
2166,371470701,370650801,16430.1219774
2167,371470701,370650201,0.0
2168,371471503,371471508A,708.378325679
2169,371471503,371471506,1432.69499469
2170,371470101,371471505A,0.0
2171,371470101,371470800B,30157.4370633
2172,371470101,371471512A,12887.7224953
2173,371471505B,371471506,3224.156361
2174,371471505B,371471505A,2961.09425829
2175,371471505B,371471511A,0.0
2176,371471505B,371471512B,5346.10098467
2177,371471505B,371471512A,0.0
2178,37039HOTH,37039HIWA,54975.1084421
2179,37039HOTH,37039NOTL,18937.3433546
2180,37039HIWA,37039BEAV,96195.0330462
2181,37039HIWA,37039NOTL,33303.0152505
2182,37039BEAV,37039HANG,67769.8166369
2183,37039BEAV,37039NOTL,12470.0828378
2184,37039BEAV,37039MURN,12364.0384615
2185,37039HANG,37039MURN,39991.4943715
2186,37039HANG,37039MARB,4734.41797406
2187,37039NOTL,37039BELL,28438.3362947
2188,37039NOTL,37039MURS,8625.86003521
2189,37039NOTL,37039MURN,16160.0655909
2190,37039BELL,37039MURS,7220.6628246
2191,37039BELL,37039BRAS,21196.684946
2192,37039MURS,37039PCHT,46202.3021202
2193,37039MURS,37039MURN,48715.7577883
2194,37039MURS,37039MARB,15567.4738242
2195,37039MURS,37039BRAS,35876.0284171
2196,37039PCHT,37039MARB,24955.5712553
2197,37039ANSW,37039ANNW,63996.3157712
2198,37039ANSW,37039MARB,14598.0268197
2199,37039ANSW,3711313,12856.2009928
2200,37039ANNW,37039MARB,14172.1692735
2201,37039ANNW,37039TOPT,33572.3810427
2202,37039ANNW,3711313,5807.28283654
2203,37039MURN,37039MARB,13731.9027032
2204,37039TOPT,3711313,19373.565321
2205,371471508A,371471506,1559.13979246
2206,371471508A,371471508B,5120.97818027
2207,371471508A,371471507,4619.04366095
2208,371471506,371471510A,0.0
2209,371471506,371471511A,3418.1505157
2210,371471506,371471509,1576.01004879
2211,371471506,371471512B,0.0
2212,371471506,371471507,814.458352412
2213,371471505A,371471512B,0.0
2214,371471505A,371471512A,11461.3125655
2215,371471510B,371471510A,2786.40720015
2216,371471510B,371471102A,3547.30994395
2217,371471510B,371471509,12019.2735545
2218,371471510B,371471402B,7339.64202141
2219,371471402A,371471510A,0.0
2220,371471402A,371471301,4534.30075035
2221,371471402A,371471511A,3377.46430564
2222,371471402A,371471402B,10299.582344
2223,371471510A,371471509,7587.58574225
2224,371471510A,371471402B,3378.5922176
2225,371471301,371471402B,4242.64037683
2226,371471102A,371471509,5726.37795206
2227,371471102A,371471201,6084.28758876
2228,371471102A,371471102B,18319.3336853
2229,371471102A,371471402B,1995.17667673
2230,371471511A,371471512B,3874.67642744
2231,371471509,371471201,17471.5046733
2232,371471509,371471507,9666.55302231
2233,371471101,371471201,30306.9725815
2234,371471101,371471102B,38197.8194191
2235,371471101,37013CHOCO,38115.7664918
2236,371470501,371470401,52741.3786641
2237,371470501,371471201,69564.9532878
2238,371470501,37117R1,35355.751421
2239,371470501,37117CR,17219.0885648
2240,371470501,37013TCRK,16969.5651154
2241,371470401,37117R2,5968.46117794
2242,371470401,37117R1,17703.8046491
2243,371470401,370650301,22664.1059921
2244,371470401,370650201,15253.0189799
2245,371470901,37195PRSA,14438.1858284
2246,371470901,370650801,7408.81911545
2247,371470901,370650901,29434.6143115
2248,371471201,371471102B,39334.859928
2249,371471201,371471508B,10161.7056357
2250,371471201,371471507,222.228465371
2251,371471201,37013TCRK,87959.3865983
2252,371471201,37013CHOCO,5878.56306637
2253,371471201,37013WASH2,4347.85752292
2254,371471512B,371471512A,3108.72653323
2255,371471508B,371471507,10187.8940827
2256,37175SW,37175RE,14821.0293855
2257,37175SW,37175LT,21788.2999553
2258,37175SW,37175QB,5970.50557584
2259,37175SW,37099CAN,2363.68958504
2260,37175SW,37099CAS,47197.9822638
2261,37175BD,37175PF,58527.1072825
2262,37175BD,37175LR,10745.9568067
2263,37175GL,37175RE,12859.6705686
2264,37175GL,37175CC,8071.85246752
2265,37175GL,37175BG,46566.6277157
2266,37175GL,37175LT,22633.9771979
2267,37175GL,37175QB,21415.1552853
2268,37175GL,37099CAN,15332.2696413
2269,37175PF,37175CC,18027.6458105
2270,37175PF,37175B3,33476.1145358
2271,37175PF,37175LR,10362.8620548
2272,37175PF,37175B4,2304.59197704
2273,37175PF,37175WC,11983.5887038
2274,37175PF,37175BG,14811.6483743
2275,37175RE,37175CC,12866.1250726
2276,37175RE,37175QB,17495.7936044
2277,37175RE,37175EF,14635.2844738
2278,37175CC,37175B3,5252.83777002
2279,37175CC,37175B2,12384.3841282
2280,37175CC,37175B1,5792.91005203
2281,37175CC,37175DR,37322.3919892
2282,37175CC,37175BG,10624.757199
2283,37175CC,37175EF,9196.66604181
2284,37175B3,37175B2,16659.1063548
2285,37175B3,37175B4,10626.3061061
2286,37175B2,37175B4,230.269834468
2287,37175B2,37175B1,7339.80388346
2288,37175LR,37175WC,9792.14887008
2289,37175LR,37175DR,0.0
2290,37175LR,37175CM,28041.3834482
2291,37175B4,37175WC,15820.0468916
2292,37175B4,37175B1,5504.17142744
2293,37175B4,37175DR,2677.20126138
2294,37175WC,37175DR,17720.0068516
2295,37175WC,37175CM,0.0
2296,37175B1,37175DR,17200.0425895
2297,37175DR,37175CM,28256.6472657
2298,37175DR,37175EF,26954.0661401
2299,37175CM,37175EF,7788.60524644
2300,37175BG,37099CAN,22463.9061422
2301,37175LT,37175QB,17316.6890728
2302,37175LT,37099CAN,16928.6164774
2303,37129H03,37129WB,6051.75541939
2304,37129H03,37129M02,10415.8936275
2305,37129H03,37129M05,4396.89566332
2306,37129H03,37129H04,12216.2416871
2307,37129H03,37129H02,6443.35859798
2308,37129H03,37129H05,0.0
2309,37129H03,37129W18,5661.04147452
2310,37129W16,37129W30,1491.32099628
2311,37129W16,37129M04,2990.83186004
2312,37129W16,37129W17,2378.49967399
2313,37129W16,37129W31,11616.493825
2314,37129W16,37129W21,6508.88337772
2315,37141SH12,37141LT18,54995.1710133
2316,37141SH12,37129H07,7888.61295594
2317,37141SH12,37129H09,11550.4639186
2318,37141LT18,37129CF02,17225.0923669
2319,37141LT18,37129H07,5383.63104651
2320,37141LT18,37129H09,24749.5760266
2321,37141LT18,37141MT19,23161.9656652
2322,37141LT18,37141RP20,32167.6037559
2323,37141LT18,37141SC13,23783.9777689
2324,37141LT18,37141UT14,23760.2724237
2325,37109OG10,37109HG17,18006.2637625
2326,37109OG10,37109DV08,41583.9412233
2327,37109OG10,37109LM16,5784.21560863
2328,37109OG10,37109LN11,2645.74210339
2329,37109OG10,37109HV07,463.414602856
2330,37109HG17,37109LN11,6393.17036038
2331,37109HG17,37109BC13,12880.4684121
2332,37109HG17,37109BS26,7370.52093194
2333,37109HG17,37109AS25,0.0
2334,37109PC22,37109DW28,3743.70615421
2335,37109PC22,37109OB21,35204.4520634
2336,37109PC22,37109BS26,8667.43892169
2337,37109DW28,37109DN29,18211.177853
2338,37109DW28,37109OB21,1642.74658381
2339,37109DW28,37109IS23,0.0
2340,37109DW28,37109LW18,17777.6801594
2341,37109DW28,37109LW31,0.0
2342,37109DW28,37109WP32,4686.94381833
2343,37109DW28,37109TR30,16375.3273045
2344,37109DN29,37109WP32,22058.20272
2345,37109DN29,37097DV1-B,12309.4052682
2346,37109OB21,37109IS23,37055.6134
2347,37109OB21,37109LW18,0.0
2348,37109OB21,37109BS26,12975.3202534
2349,37109OB21,37109AS25,6860.25431943
2350,37109IS23,37109LW18,2221.87407781
2351,37109IS23,37109IS20,38556.4977913
2352,37109IS23,37109SL24,7076.42095031
2353,37109IS23,37109AS25,11509.8382877
2354,37109TE27,37109CF19,41082.1686572
2355,37109TE27,37109WP32,19200.8344144
2356,37109TE27,37109TR30,1221.15929546
2357,37109TE27,37097DV1-B,536.78416624
2358,37109TE27,37119242,2890.28752998
2359,37109CF19,37109LW31,14872.3970777
2360,37109CF19,37109TR30,2330.6790227
2361,37109CF19,37119242,6728.23798504
2362,37109CF19,37119142,4515.14935453
2363,3719123,3719117,23830.9802909
2364,3719123,3719115,1560.64059832
2365,3719123,3719128,17563.9181913
2366,3719123,3719114,3291.75059156
2367,3719123,3719119,3937.61181038
2368,3719123,3719122,10908.526824
2369,3719123,3719121,740.692302924
2370,3719123,3719113,3412.64863189
2371,3719117,3719127,9697.94142099
2372,3719117,3719128,9931.21300503
2373,3719117,3719109,7139.8462724
2374,3719117,3719110,10909.0458529
2375,3719117,3719119,33193.6620774
2376,3719117,3719116,13912.9399846
2377,3719117,3719118,1468.82355755
2378,3719126,3719127,16966.8527707
2379,3719126,3719128,33304.1384626
2380,3719126,3719116,29749.090355
2381,3719126,3719125,13563.5759052
2382,3719126,3719130,2017.44614453
2383,3719115,3719128,35452.615849
2384,3719115,3719114,48965.5503223
2385,3719115,3719107,24548.6518354
2386,3719115,3719113,0.0
2387,3719115,37107MH,16296.4813872
2388,3719115,37107T2,4435.9764947
2389,3719127,3719128,13918.9417399
2390,3719127,3719116,5882.21309837
2391,3719111,3719110,3708.80749676
2392,3719111,3719105,6549.15693522
2393,3719111,3719106,11353.6555918
2394,3719111,3719122,4109.63067479
2395,3719111,3719118,3970.95639855
2396,3719111,3719112,7297.75403611
2397,3719111,3719129,5796.2498749
2398,3719128,3719130,13038.5402444
2399,3719108,3719103,39378.2503931
2400,3719108,3719109,59482.5287399
2401,3719108,3719116,31845.3076257
2402,3719108,3719124,28042.7651193
2403,3719103,3719109,17740.2976586
2404,3719103,3719104,9925.40709626
2405,3719103,3719101,14724.9873656
2406,3719109,3719110,18286.2748381
2407,3719109,3719104,5550.07494667
2408,3719109,3719116,18038.6932716
2409,3719109,3719105,21033.775955
2410,37109LW18,37109IS20,1175.47371506
2411,37109LW18,37109LW31,13592.587493
2412,37109LW18,37109TR30,0.0
2413,37109LW18,3707143,19388.8200653
2414,37109IS20,37109SL24,8979.36828505
2415,37109IS20,3707139,30639.4912494
2416,37109IS20,3707143,3807.2159004
2417,37109LW31,37109TR30,13295.1736162
2418,37109LW31,3707142,27381.8689872
2419,37109LW31,3707143,82.8622534134
2420,37109LW31,37119142,3407.45526412
2421,37109LW31,37119209,140.716558158
2422,37109NB03,37109DV08,9206.90302715
2423,37109NB03,37109NB09,34858.8725576
2424,37109NB03,370230029,1263.96078826
2425,37109NB03,37045MULLS,11967.8221738
2426,37109WP32,37109TR30,5725.85759498
2427,37109WP32,37097DV1-B,11075.8466403
2428,37109DV08,37109NB09,10734.3959159
2429,37109DV08,37109HV07,44166.8662763
2430,37109LM16,37109LN11,1092.46433796
2431,37109LM16,37109HV07,2293.14357805
2432,37109LM16,37109LS12,7269.5827485
2433,37109LM16,37109LS15,5569.26458863
2434,37109LM16,37109CR06,3202.69124362
2435,37109LM16,3707134,11395.7445726
2436,37109NB09,37109HV07,23785.5511098
2437,37109NB09,37045WACO,837.174584345
2438,37109NB09,37045MULLS,15293.8091027
2439,37109NB09,37045FALSTN,6442.5559608
2440,37109NB09,3707136,34685.1804815
2441,37109LN11,37109LS12,10170.3491836
2442,37109LN11,37109BC13,2565.57283996
2443,37109HV07,37109CR06,27216.2674137
2444,37109HV07,3707136,5639.62689697
2445,37109LS12,37109LI14,5354.47989075
2446,37109LS12,37109LS15,2992.66391485
2447,37109LS12,37109BC13,235.617997222
2448,37109LI14,37109LS15,15074.3629738
2449,37109LI14,37109SL24,2649.43386333
2450,37109LI14,37109BC13,9372.05702101
2451,37109LI14,37109AS25,0.0
2452,37109LS15,37109SL24,2460.46898577
2453,37109LS15,3707134,14741.173585
2454,37109SL24,37109BC13,0.0
2455,37109SL24,37109AS25,8903.93238582
2456,37109SL24,3707134,1338.91015369
2457,37109SL24,3707138,10839.8224848
2458,37109SL24,3707139,2385.82131492
2459,37109BC13,37109BS26,0.0
2460,37109BC13,37109AS25,2563.06432015
2461,37109CR06,3707134,5723.95383911
2462,37109CR06,3707136,9803.82557908
2463,37109CR06,3707135,5067.28054113
2464,3719110,3719105,8429.52462535
2465,3719110,3719118,3369.5455053
2466,3719114,3719107,0.0
2467,3719114,3719113,18965.6778534
2468,3719104,3719102,10163.8103409
2469,3719104,3719101,42858.0595465
2470,3719104,3719105,20814.0053995
2471,3719102,3719101,32479.7339576
2472,3719102,3719107,27179.7831816
2473,3719102,3719105,8900.3192494
2474,3719102,3719106,22328.5490928
2475,3719102,37195PRBL,29353.093231
2476,3719102,37195PRST,18302.8131128
2477,3719119,3719121,10889.6989483
2478,3719119,3719120,4526.52680762
2479,3719119,3719118,3390.56274257
2480,3719101,37195PRBL,10626.4512197
2481,3719101,37195PRSP,2597.32185901
2482,3719101,37195PRCR,27330.9713769
2483,3719107,3719106,10599.3634176
2484,3719107,3719112,1685.21082838
2485,3719107,3719113,12474.2423147
2486,3719116,3719124,14632.7667173
2487,3719116,3719125,11544.8949451
2488,3719105,3719106,3077.9407684
2489,3719124,3719125,30771.1688029
2490,3719124,37163NGRV,22239.7247122
2491,3719124,37163GIDD,31779.4003274
2492,3719106,3719112,16539.4854827
2493,3719122,3719121,11850.0971021
2494,3719122,3719112,6044.87183643
2495,3719122,3719113,3902.2429666
2496,3719122,3719129,3312.14037071
2497,3719125,3719130,23344.1833688
2498,3719121,3719120,7179.92768584
2499,3719121,3719118,464.0222046
2500,3719121,3719129,3732.23635716
2501,3719120,3719118,4422.10564124
2502,3719118,3719129,10351.8042864
2503,3719112,3719113,12185.2108066
2504,37109BS26,37109AS25,12852.9519746
2505,371391-B,371394-B,10963.2079681
2506,371391-B,37139NIX,13869.3234989
2507,371391-B,371394-A,330.076795505
2508,371391-B,371391-A,899.515052512
2509,37139SAL,37139NIX,57792.3038441
2510,37139SAL,37143NEW-HO,33185.8368867
2511,37139SAL,3717701,39041.5638688
2512,37139SAL,3717702,11762.2794696
2513,371394-B,37139NIX,3807.79947288
